name,genre,year
Dead And Broken,,2007
Arms Around Your Love,Rock,2007
Saudade,,2007
INTRO,,2007
Million Faces,Jazz,2007
Lovesong,,2007
Fix Your Face,,2007
Muranyi,,2007
Afterhour,,2007
DAYBREAK'S BELL,,2007
And It Stoned Me,Rock,2007
Blank Page Of The Blind,Rock,2007
Talking to Mary,Rock,2007
Sign Your Name,,2007
Archangel,Rock,2007
Loving You,,2007
Nothing Left To Lose,,2007
This Piece Of Poetry Is Meant To Do Harm,Rock,2007
Matters Of Blood And Connection,Rock,2007
in the summer,,2007
This Is Our Town,,2007
Pretty girl,Rock,2007
Cristobal,Folk,2007
August Is Over,Rock,2007
Can't Get Over,,2007
Olympus,,2007
Let There Be Light,,2007
Quarantine,,2007
OSCA,,2007
The Falling Sun,,2007
A51,Electronic,2007
Rat Trap,,2007
Ultimate,Punk,2007
Friday Night at the Drive-In Bingo,,2007
Jag har varit i alla städer,Pop,2007
American Wedding,,2007
Appetite,,2007
Atombomb,Pop,2007
New Amsterdam,,2007
One Blood,,2007
I Don't Care What The People Say,Rock,2007
Brännö serenad,Pop,2007
A New Chance,,2007
Matador,,2007
Spider Snipe,,2007
Anorak Christmas,,2007
Let's Drink,,2007
I Want Your Love,,2007
Ageless Beauty,,2007
Sun Lips,Rock,2007
Push Up on Me,Pop,2007
"Vi två, 17 år",Pop,2007
艶かしき安息、躊躇いに微笑み,,2007
Back to Nature,Rock,2007
See You Again,,2007
Soulmate,,2007
Dischoe,Rock,2007
THE DEEPER VILENESS,,2007
Come Home,,2007
SCREEN,,2007
Cat Brain Land,,2007
Nån gång,,2007
Uppvaknande,,2007
We've Got A Big Mess On Our Hands,,2007
Take Me There,Jazz,2007
Black Woods,,2007
Cold As Ice,,2007
Raphael,,2007
Stage Show Don,Rap,2007
Hold Me So Tight,Electronic,2007
Black Like Me,Rock,2007
stupid,,2007
Undiscovered,Pop,2007
Good Girl Gone Bad,,2007
Tonight The Streets Are Ours,Rock,2007
Maple gunman,,2007
Shit Song,,2007
Someday Baby,,2007
Breather,Rock,2007
Tosca Fantasy,,2007
Insoluble,,2007
Body Rock,,2007
No Promises,Pop,2007
CONCEIVED SORROW,,2007
The Future Has Arrived,Rock,2007
Flushed Chest,Rock,2007
Solicitude,,2007
Never Again,,2007
The Little Things,Metal,2007
Shadows and Regrets,,2007
Teddy Picker,Rock,2007
Waste of Love,Electronic,2007
To Die For,,2007
Old Habits Die Hard,,2007
TO INFINITY,,2007
Challengers,Rock,2007
Welcome To Hollywood,,2007
Pagan Angel and a Borrowed Car,,2007
Five Hundred And One,,2007
In Our Nature,,2007
Guest Room,,2007
Sunndal Song,Rock,2007
Hex,,2007
Ear to Ear,,2007
Either Way,Rock,2007
Speak of the Devil,Rock,2007
About Your Dress,,2007
Christobel,,2007
Scratch Your Name,Rock,2007
Please Forgive Me,,2007
Opening Up (Ce Soir On Danse),Electronic,2007
Positivity,,2007
Electroshock,Electronic,2007
Love Confusion,RnB,2007
Change (Vinnie Jones Intro),RnB,2007
"The Wife, The Kids, and The White Picket Fence",Rock,2007
Dead End Road,,2007
No One Cares,,2007
Navajo,Rock,2007
Skeleton Song,,2007
The Melee,Rap,2007
Drown the City,Rock,2007
Mushaboom (K-Os Mix),,2007
Heretics,Jazz,2007
Despite What You've Been Told,Rock,2007
Say This Sooner,Rock,2007
Tranquilize,Rock,2007
Cook Me Into The Bowl,Reggae,2007
Stay Young,,2007
Blue Eyes,,2007
Hands Up To The Ceiling,Pop,2007
Days Like These,Folk,2007
Mariella,Pop,2007
Waiting 4 U,,2007
Black Seeds of Vengeance,,2007
A Good Start,,2007
Mr. Bad Man,,2007
Learning How To Bend,Country,2007
Raise The Roof,Rock,2007
You Are The Only One I Love,Folk,2007
Simple X,Rock,2007
Beautiful Day,,2007
Charlotte,,2007
Lime Tree,Rock,2007
Solitude Standing,,2007
Into the Unknown,,2007
Jah Kingdom,Electronic,2007
Queer,,2007
Imitosis,Rock,2007
"Prickly Thorn, But Sweetly Worn",Rock,2007
Anything Can Happen In The Next Half Hour,Rock,2007
With My Eyes Closed,Rock,2007
Mary's Boy Child / Oh My Lord,,2007
Lips Are Unhappy,,2007
SW,Rock,2007
Mr. Pitiful,,2007
The Rhythm,,2007
Wide Lens,Electronic,2007
Where Were You Last Night,,2007
Wish You Were,,2007
Mathletics,Rock,2007
The Mountain,,2007
Death Before Dishonor,Rap,2007
Give Me More,,2007
Awaiting The Autopsy,,2007
Beauty Of Uncertainty,Pop,2007
Melting Pot,,2007
The Balance,,2007
My Promise,,2007
Preparedness,,2007
Birds and the Bees,Rock,2007
With You Forever,Electronic,2007
Endorphin,,2007
Overworld,,2007
Thunderstorm,Pop,2007
Sunrise,,2007
What I Wanted,,2007
New Attitude,,2007
The Secret,,2007
He Said He Loved Me,Rock,2007
Living Proof,,2007
Funnyman,Pop,2007
Syringe,Electronic,2007
Music Of The Night,,2007
Checkin' on Me,,2007
NYAPPY in the world 2,,2007
You Don't Understand,Punk,2007
Death Squad,,2007
Can't Nobody,,2007
Haunted by Horror,,2007
Fantastic,,2007
Player's Prayer,RnB,2007
Best Of Intentions,,2007
Through The Horned Gate,,2007
Zombie Attack,Metal,2007
Life After Sundown,Electronic,2007
The Ripper,,2007
In the Mausoleum,Folk,2007
Disco Heat,Electronic,2007
Highroyds,Rock,2007
The Zkeleton Keyz to the Dead,,2007
Murder You,,2007
Cycling Trivialities,,2007
Ring My Bells,Pop,2007
Crazy Dreams,Country,2007
The Way To There,Rock,2007
Hey Brittany,Rock,2007
Island,,2007
Follow You Down,Rock,2007
Unas Slayer of the Gods,,2007
The Scythe,Jazz,2007
Not Givin' Up,Pop,2007
Loose Lips,,2007
Get Your Money,Rap,2007
Build You Up,,2007
The Cousin Of Death,Rap,2007
Ada,,2007
The Blinding Light,Metal,2007
Guyamas Sonora,Folk,2007
The Devil's Own,,2007
Don't Waste Your Time,,2007
"Sea Green, See Blue",,2007
A Fist Fight With Dick Tracy,,2007
Dune,World,2007
Kill It,,2007
Clear Island,Rock,2007
Gimme More (sid),,2007
Something In The Way,Rock,2007
Hunting Girl,,2007
Endless Nights,,2007
Catch Hell Blues,Rock,2007
"Dark Wings, Dark Words",Metal,2007
Wrong Side,Metal,2007
A Murder Of One,,2007
Count In Fives,Rock,2007
Ring Them Bells,Rock,2007
Heathen Temple,Metal,2007
"So Long, Lonesome",Rock,2007
Enigma,,2007
Can You Tell,Rock,2007
Raping the System,,2007
The Distant & Mechanised Glow of Eastern European Dance Parties,,2007
Our Leader,Electronic,2007
"Cee, You and Tea",,2007
Discord,Metal,2007
Dickhead,Pop,2007
Higher Than The Sky,,2007
The Meaning of Love,Rock,2007
Prostatic Fluid Asphyxiation,,2007
Cemetery Road,Metal,2007
Touch It / Technologic,Electronic,2007
Lesser Animal,Metal,2007
Hard Hitters,,2007
Je Veux Te Voir,Electronic,2007
Unless It's Kicks,Rock,2007
My My,,2007
Beyond Belief,,2007
Totgeliebt,,2007
Up Against The Wall,,2007
What Light,,2007
Girls Who Play Guitars,Rock,2007
Cliquot,Folk,2007
Apology,,2007
Fate of the Condemned,,2007
On,,2007
Little Cream Soda,Rock,2007
Thought Crime Spree,Metal,2007
Camaro,Country,2007
Bloodpact,Metal,2007
The Surge,Metal,2007
The Water,,2007
So Sorry,,2007
Parasites of Catastrophe,,2007
Satellite Type 2,Electronic,2007
Can You Feel It?,,2007
Unadulterated Hatred,,2007
Claiming Middle Age A Decade Early,Metal,2007
Cuffed To Your Ankles,,2007
Hafsól,,2007
Kneel,,2007
Better Than,,2007
Du mich auch,,2007
His Majesty the Desert,,2007
The Machete Twins,Metal,2007
The animal within,,2007
Won't Let You Down,,2007
Zusammen Verschwinden,Rock,2007
Stiller,,2007
Baby Come On,,2007
The Park,,2007
Nicest Thing,,2007
Unvollständigkeit,,2007
Vorbei,,2007
The Salmon Dance,Electronic,2007
Girl In The Slayer Jacket,Metal,2007
Ich warte,Electronic,2007
Dread Prevailed,Metal,2007
Umbra,Rock,2007
Anyone Else But You,,2007
Missing This Opportunity,Rock,2007
Pirate Bones,Pop,2007
Dragon Pie,,2007
"8 Dead, 9 If You Count The Fetus",,2007
Japanese Electronics,Electronic,2007
Dog Shelter,Electronic,2007
Peacebone,,2007
Fighting Wars With Keyboards,,2007
DARE (DFA Remix),,2007
Hot Knives,,2007
Gospel,,2007
Us v Them,,2007
Call Me Up,,2007
Still I Long For Your Kiss,,2007
Frostbite,,2007
Air Aid,Rock,2007
Catastrophe,,2007
Return,,2007
Leica,,2007
Newjack,Electronic,2007
The Divine Conspiracy,Metal,2007
Slowly Comes My Night,,2007
Abyss,,2007
Masturbating the War God,,2007
Cursed Be Iron,,2007
Withering Time,Metal,2007
Crackerjack Docker,,2007
Secret Spell,Rock,2007
Envision,,2007
Well All Right!,,2007
Pearls On A String,,2007
Me Haces Falta,,2007
DESERT,,2007
A Fractured Hand,,2007
Miklagard Overture,,2007
The Dnieper Rapids,,2007
Super Taranta!,Punk,2007
CLEVER SLEAZOID,,2007
Where Is Home?,,2007
Hit Me! Hit Me!,Reggae,2007
In The Court Of Jarisleif,,2007
I WAS DAMNED,,2007
Wait For Tomorrow,,2007
300 M.P.H. Torrential Outpour Blues,Rock,2007
Bottle It Up,,2007
Hello Seattle,Electronic,2007
The Grand Design,Metal,2007
Je ne t'aime pas,,2007
Cluster,,2007
Hollow Heart,,2007
Down To Earth,Pop,2007
Fold,,2007
What You Wanna Do,,2007
Jupiter's Eye,Metal,2007
Robot Rock / Oh Yeah,Electronic,2007
Daydreamin',Jazz,2007
Take You Home,,2007
Deathtripper,,2007
Like a Leaf,,2007
Ghostship,,2007
Til I Hit the Ground,,2007
Get Innocuous!,Electronic,2007
Wailing Wintry Wind,Metal,2007
Evoke,Metal,2007
No Sssweat,,2007
Return to Energiser,,2007
All I Got,,2007
Trunk,Rock,2007
Hero/Heroine,Rock,2007
Don't Think Lover,,2007
Silent Bullet,Metal,2007
Sundome,,2007
Ice Cream,,2007
Sunrise in Eden,,2007
Four Winds,,2007
Grad,Metal,2007
She's Got You High,,2007
Let's Not Pretend,,2007
Shaman,,2007
The Night All Angels Cry,,2007
The Garden Of Bleeding,,2007
Goodbye Ellie,,2007
Sheena Is A Parasite,Rock,2007
Violator,,2007
Sweet Revenge,,2007
Same Jeans,,2007
To Fix the Gash In Your Head,Rock,2007
All I Need,,2007
Dog Song,,2007
I Was Wrong,Rock,2007
Bump,Jazz,2007
Un Dernier Verre (Pour La Route),,2007
Plasticities,Rock,2007
Ghost Hardware,Electronic,2007
In Store,,2007
Clementine,,2007
Innocent Bones,,2007
Ranta,Electronic,2007
Hell in a Handbasket,Rock,2007
Spitting Venom,Rock,2007
St. Andrew (This Battle Is in the Air),Rock,2007
Trembling of the Rose,,2007
You Sure Love To Ball,RnB,2007
Thank You Very Much,,2007
Facade,,2007
Battle March,,2007
Ruby,,2007
Country Girl,,2007
Are You The Rabbit?,Metal,2007
When Keeping It Real Goes Wrong,Rock,2007
The Scientist,Rock,2007
One Of A Kind (Love Affair),RnB,2007
Ride Me High,,2007
Vicious Delicious,Electronic,2007
Gods Of Rapture,Metal,2007
Every Day,,2007
What a Feeling,,2007
Radio Future,,2007
Seeing is Believing,Rock,2007
Night Falls,Electronic,2007
Scary Eyes,,2007
Looking Glass,,2007
You Got It All... Wrong,Rock,2007
Miss Meri,,2007
Last Christmas,,2007
Call to Arms,,2007
Zero-Sum,Electronic,2007
I Found Out,,2007
Butcher's Tale (Western Front 1914),Rock,2007
Nobody's Baby,,2007
Emily's Smile,,2007
Five Minutes To Midnight,Rock,2007
Hiding On The Staircase,,2007
Gonna Give It Up (Wanna Quit),,2007
Lovesong of the Buzzard,,2007
Stuck On Amber,Rock,2007
Movie Star,,2007
Heels Over Head,Rock,2007
The Brazilian Hipster,,2007
A Gentleman's Excuse Me,Rock,2007
Lover,,2007
Reflections of the Marionette,Rock,2007
Take Pills,Electronic,2007
Exit Woundz,Electronic,2007
Day After Yesterday,,2007
Nameless,,2007
An Old Foundry Fable,,2007
Illusion,,2007
It Ain't No Crime,Country,2007
House by the Sea,,2007
Execution,,2007
Got To Let Go,Reggae,2007
Square One Here I Come,Rock,2007
Nobody Gets Out Alive,Electronic,2007
Waymore's Blues,,2007
Be Good to Me,Pop,2007
Return The Favour,,2007
Umbrella,,2007
From Out Of Nowhere,,2007
Carousel,Electronic,2007
Satanic Rites of Drugula,Metal,2007
When You Leave,,2007
Fencewalk,,2007
You Dress Up For Armageddon,Rock,2007
Skyway,,2007
Something's Changed,RnB,2007
White Tooth Man,,2007
By Balloon or Sinking Ship,,2007
According to Columbus,Rock,2007
Say It Right,,2007
Your Rocky Spine,,2007
Call Me Sick Boy,,2007
Oh L'Amour,,2007
Out of Tears,,2007
"Heroes Get Remembered, Legends Never Die",Punk,2007
Move Away,,2007
82588,Metal,2007
Truth of Tomorrow,,2007
So Nice So Smart,,2007
I Just Died In Your Arms,Metal,2007
History Song,Rock,2007
Stereotomy,Rock,2007
That Town,,2007
Poison Prince,,2007
Ooh Ooh Baby,Pop,2007
Invisible,Electronic,2007
St. Apollonia,Folk,2007
Qawwali,Electronic,2007
If You Want A Mother,Country,2007
Broken Hearts Parade,,2007
Hook Me Up,,2007
Ashes to the Stars,,2007
The Universe Listened,,2007
Up on the Hill,Rock,2007
Who Knew My Luck Would Change,Rap,2007
Imagine That,,2007
Pink Flamingos,Electronic,2007
Conveyer,,2007
Pajaritos y pajarracos,,2007
The Get Go,,2007
Steady As She Goes,Folk,2007
Peace Beneath the City,Folk,2007
"One Drop, One Life",,2007
Suliman,Electronic,2007
Nur ein Spiel,Rap,2007
Type: Ecco System,,2007
Gleaming Auction,Rock,2007
Never too late,,2007
StreetLove,RnB,2007
Straight To The Bank,,2007
Von,,2007
Here It Goes,Rock,2007
Bare Your Teeth,Electronic,2007
Heart of Hearts,,2007
Look Away,Rock,2007
God Walks The Dark Hills,,2007
SRXT,Rock,2007
Swallow People Whole,Rock,2007
Busy Being Fabulous,,2007
I'll Give You Love,,2007
Perfect Lover,Rock,2007
An American Dream,,2007
MISERY LOVES POISONOUS BLUE,,2007
Mary's Song,,2007
Second Hand Smoke,,2007
A Thousand Nights,,2007
Toy Soldier,Pop,2007
Didn't I Tell You,RnB,2007
Little Face,Rock,2007
X Ray,Electronic,2007
Kingdom Of Heartache,Metal,2007
The Con,,2007
Scene 1,,2007
Jack The Ripper,,2007
Impatient,,2007
Speakerphone,,2007
The Devil Never Sleeps,,2007
Der Traum Vom Fliegen,Electronic,2007
Heart-Shaped Gear,,2007
Summer Rain,,2007
Oh Lord,Reggae,2007
Like a Drug,,2007
These Thoughts Became Cages,,2007
Here I am,,2007
Cold World,Metal,2007
I Got This Down,Electronic,2007
Dream Yourself Far Away,,2007
Resurrection Fern,,2007
Near Dark,,2007
The Weight Of The World,,2007
Killing For Love,,2007
Jumping All Over The World,,2007
Shout To The Lord,,2007
Leave Me Be,,2007
Now That We're Done,,2007
Barajas,,2007
Pyre Of Gods,Metal,2007
Momma's Boy,,2007
"Dancing Fast, Dancing Slow",,2007
Everything's Different,,2007
If We Ever,Electronic,2007
Dance Hall Drug,Rock,2007
Dinnaken (Brainkicker Rmx),,2007
An Old Friend Of The Christy's,Rock,2007
Fly Low Carrion Crow,,2007
Diversions,,2007
The Takeover,,2007
Black Cat,Blues,2007
The All Star Diaries,,2007
Chicago Falcon,,2007
Boyz,,2007
The Neden Game,,2007
Heaven on Earth,,2007
Gore Gore Gadget,,2007
Nong Eye Gong,Metal,2007
What I've Done,Rock,2007
Holla At Me,Rap,2007
Need for Steve,,2007
Outra Vez,,2007
Doing Fine,,2007
Hotdog,Electronic,2007
Fiery Crash,,2007
Somewhere Along the Way,,2007
Boxing Champ,Rock,2007
Deadwood,,2007
Open Your Eyes and Look North,Rock,2007
Disco Dance With You,,2007
Slow Heart,,2007
So Long Goodbye,,2007
15 Step,Rock,2007
Loser,,2007
Dear Father,,2007
Es Fehlte Was Im 2ten Karton,,2007
ROCKER'S,,2007
Pretty Girl From Chile,,2007
Living Together,,2007
Reykjavik,,2007
Welcome To Sludge City,,2007
I.M.E.,,2007
Rhyacian,Metal,2007
Jerk Me,,2007
"Stately, Yes.",Electronic,2007
Cherbourg,Folk,2007
Tight Fit,,2007
On the Prowl,,2007
A.D.D. (Attention Deficit Destroyer),,2007
Night Owl,,2007
Marching Orders,Electronic,2007
Full Range Madness,Electronic,2007
Wall of Gum,,2007
Role Play,,2007
Why So Looking Back,Rock,2007
Education,Rock,2007
Big Casino,Rock,2007
Confide in Me,Metal,2007
Prayer in the Dark,,2007
Tread Softly,,2007
Late Afternoon,,2007
I Believe,Rock,2007
Mystic Brew,Jazz,2007
I'm Gonna Make You Love Me,RnB,2008
Sisyphean,,2008
Your Only Doll (Dora),,2008
Nel blu dipinto di blu,,2008
Vampiregirl,Rock,2008
Given Up,,2008
My Hallelujah Song,Country,2008
Generation Of Ghosts,,2008
Ryusei Rocket,,2008
Blue Gallery,Metal,2008
You Know What,,2008
When We Fall,,2008
Now That She's Gone Away,Rock,2008
See Fernando,Rock,2008
Tapporauta,Rock,2008
I Seen What I Saw,Country,2008
Sightless,,2008
Jack Killed Mom,Rock,2008
Cigarettes,,2008
Southern Nights,Country,2008
Chop Suey!,Metal,2008
Kakusei Heroism,,2008
The Child,Electronic,2008
Song to Bobby,Rock,2008
Until We Bleed (feat. Lykke Li),,2008
Haw,,2008
Seven Nation Army,,2008
Bleeding All Over You,Pop,2008
Dounia,World,2008
0040,,2008
Do Right Woman,,2008
Cover Me (Slowly),Rock,2008
Northern Fall,Rock,2008
Frenesi,,2008
Keep On Galloping,Rock,2008
Things I Cannot Recall,,2008
"Shake, Rattle And Roll",,2008
The Revenge of Surf Queen,,2008
Living Dying Message,,2008
A Beautiful Corpse,,2008
"Quizás, Quizás",,2008
Home Of The Blues,,2008
Keyword,Rock,2008
Twilight at Carbon Lake,,2008
cherry saku yuuki,,2008
Bhimpalási,,2008
Pieces,,2008
Golden Diva,Electronic,2008
For Love,,2008
Yage,,2008
"Betcha By Golly, Wow",RnB,2008
Pistol,,2008
Midnight Shift,,2008
Gods On Fire,Rock,2008
Hear This Prayer For Her,,2008
Shall We Take a Turn?,Rock,2008
Never Been To Spain,,2008
My Sky Is Darker Than Thine,Metal,2008
Kisses Sweeter Than Wine,,2008
Lost Someone,Rock,2008
Eurynomos,,2008
El Gatillo (Trigger Revisited),Rock,2008
Satanic Rites,,2008
Kantaiso,Rock,2008
Little Fluffy Clouds,,2008
All Painted Cold,,2008
Bahamut,,2008
Ruoska,,2008
Carpetbaggers,Rock,2008
Stolen Car,,2008
Like The Oar Strikes The Water,Metal,2008
Pine Boxes,,2008
Good For Me,,2008
Rocking Chairs And Shotguns,,2008
"Aretha, Sing One for Me",Rock,2008
Monster Love,,2008
Privilege (Set Me Free),,2008
Yap,Electronic,2008
Honky Tonk Heroes,Country,2008
Black River Killer,,2008
Creep,RnB,2008
I'll Meet You At Midnight,Rock,2008
Two Silver Trees,,2008
Beni Beni,World,2008
Give It a Try,,2008
Infinite Submission,Metal,2008
Love Is Free,,2008
Activa,,2008
Only One In Color,Rock,2008
Green Jacket,Rock,2008
Park Song,,2008
I Don't Know,,2008
Fighter Girl,Rock,2008
Highwayman,Country,2008
Runamoine,Rock,2008
Lungs Like Gallows,Rock,2008
Evil Inside Me,,2008
What's A Clock Without The Batteries?,Rock,2008
Ease Back,,2008
If She Only Knew,,2008
We Will Be Here,,2008
Wolves At The Door,Rock,2008
Knights of the Round,Rock,2008
I Once Was Lost But Now Am Profound,Rock,2008
Put Your Dreams Away,,2008
"Goodbye, Goodnight, For Good",,2008
Welcome To Our New War,Rock,2008
World Without End,Electronic,2008
Child Of Dust,,2008
The Bends,Rock,2008
Garden State,Rock,2008
To Excel and Ascend,Metal,2008
Waiting...,,2008
Her Advice Cost Us A Life,Rock,2008
My Only Star,Metal,2008
Black Rose Withered,Metal,2008
My Yvonne,,2008
Carolina Drama,Rock,2008
Ilyena,Rock,2008
The Modern Leper,Rock,2008
Fireworks At Dawn,Rock,2008
Mercenary Man,Metal,2008
Vaggvisa,Folk,2008
Guided by History,,2008
GNG BNG,Electronic,2008
The Fire And The Fury,Metal,2008
Romeo Void,Electronic,2008
Blind Evil,,2008
Rus' Iznachal'naya,Rock,2008
My Loneliness,,2008
Lucky,Rock,2008
Fire! Battle! In Metal!,,2008
Crusaders' Anthem,Metal,2008
Haight Street,Rock,2008
Good Morning Fire Eater,Rock,2008
Ouroborous,Rock,2008
Random Firl,,2008
An Old Book Misread,Rock,2008
Miner,,2008
Mustan Valtikan Aika,Rock,2008
Bodysnatchers,Electronic,2008
Nine Lives,,2008
Saved by Old Times,Rock,2008
I Rule,Metal,2008
Open Water,,2008
Innocence Again,Rock,2008
Reckoner,Rock,2008
The Gardener,,2008
Face The Truth,Punk,2008
Lalala Love,Jazz,2008
Moonglow,,2008
Closer,,2008
Endings Without Stories,,2008
The Sky Is Falling,,2008
Things I Did When I Was Dead,Rock,2008
Dead Or Rock,,2008
Nocturnal Riders,Metal,2008
Lovefool,,2008
Pretend. Release. The Close,Rock,2008
Devil In The Belfry,,2008
The Death Of Me,,2008
Cry Just a Little,,2008
Eris and Dysnomia,,2008
The Toy Master,,2008
Shape of My Heart,,2008
Seaward,,2008
No Epiphany,Rock,2008
Aberinkula,Rock,2008
Innocence Died Screaming,,2008
Walking,,2008
Four Years,Rock,2008
"Of Sacrifice, Loss and Reward",,2008
What Kind of Love,,2008
A Slight Burning Sensation,,2008
Jäässä Varttunut,Rock,2008
Carousels,Rock,2008
Confessions,Rock,2008
This Isn't the End,Rock,2008
The New Dark Age,Rock,2008
That's What You Get,,2008
Rise of the Leviathan,,2008
Baby Buster,,2008
As You Wish,,2008
Violet Hill,Rock,2008
Nineteen Fifty Eight,,2008
Heart Less,,2008
Crank That,,2008
I Don't Believe In Your Love,,2008
Pale Blue Dot (Interlude),Rock,2008
Mechanical Love,Metal,2008
Not My Final Song,Metal,2008
Roamin',,2008
Ornaments Of Gold,Rock,2008
Skynet,Metal,2008
Shallow Grave,,2008
Me and Zoloft Get Along Just Fine,,2008
Furr,,2008
Touch Me Touching You,Pop,2008
Headshot!,Metal,2008
Such Small Hands,Rock,2008
JFC,,2008
Sailing In The Dark Isn't Smart Kid!,,2008
Even Bad Men Love Their Mothers,Rock,2008
Innocent Son,,2008
Manhattan,Jazz,2008
Business Time,,2008
Headless Horseman,,2008
Running From The Sun,,2008
Chasing the Dragon,,2008
The Nature Of Depravity,,2008
The Conformist,,2008
Land,,2008
Chapter II: Upon Fallen Autumn Leaves,Metal,2008
Instrumental,,2008
The Diseased And The Poisoned,,2008
Cigarettes And Chocolate Milk,,2008
Boris The Blade,Metal,2008
Windstill,,2008
Goliath,,2008
Whoring Streets,Rock,2008
Terrified,Rock,2008
Annie Use Your Telescope,,2008
Blame It on Bad Luck,,2008
Bullet With Butterfly Wings,Rock,2008
"Stay Close, Don't Go",,2008
There Is a Light That Never Goes Out,Rock,2008
Branches,,2008
Dear Vienna,,2008
If There's Any Justice,RnB,2008
Watch Them Grow,Rock,2008
